"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-11-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-11-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-11-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-11-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-11-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-12-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-12-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-12-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2014-12-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2014-01-01","2015-01-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-08-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-08-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-08-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-09-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-09-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-09-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-09-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-10-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","6"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-10-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-10-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-10-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","7"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-10-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-11-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-11-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-11-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","8"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-11-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","9"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-12-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-12-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-12-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2015-12-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2015-01-01","2016-01-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","10"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-09-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-09-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-09-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-10-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","14"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-10-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","16"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-10-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","17"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-10-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","22"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-10-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","22"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-11-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","22"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-11-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-11-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-11-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-12-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-12-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-12-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-12-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2016-01-01","2016-12-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","23"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-07-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-07-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-08-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-08-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-08-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-08-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-09-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-09-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-09-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-09-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-10-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-11-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-11-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-11-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-11-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-12-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-12-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-12-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-12-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","IOWA","US-IA","NA","NA","2017-01-01","2017-12-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-09-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-10-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-10-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-10-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-10-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-11-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-11-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-11-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-11-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-12-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-12-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-12-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-12-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2006-12-31","2007-12-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2010-01-03","2010-04-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","9"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-09-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-09-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-09-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-10-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-10-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-10-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-10-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-11-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-11-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-11-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-11-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-12-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-12-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-12-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-12-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2012-01-01","2012-12-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-10-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-11-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-11-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-11-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-11-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-12-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-12-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-12-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-12-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"West Nile fever without encephalitis","397420007","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","RHODE ISLAND","US-RI","NA","NA","2017-01-01","2017-12-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
